transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	DomainType	Coverage_max	Subfamily_hits	Domains
MER31-int_00579	27.289831414853136	3.634124866012059	0.9047601616195236	4.016672064237404	5.902577141365845e-5	0.001653077070899739	NA	NA	NA	NA
MER66-int_00219	742.7520353269766	3.4190031560172383	0.8546007723931524	4.000702159960549	6.315480691116481e-5	0.001653077070899739	ENV	0.556	MER66	ENV:0.56
HERVIP10FH-int_00327	465.97763273116016	5.2503596468272375	1.3220964181764474	3.9712380841852664	7.150007946770526e-5	0.0018258678829923757	NA	NA	NA	NA
HERVK14C-int_00002	16.450210193597233	2.904376720355626	0.7423836081702638	3.912231747026282	9.144709224880993e-5	0.0022796453710596186	INT | RNaseH | RT	0.91	HERVK14C	RT:0.91 | RNaseH:0.48 | INT:0.32
HERV-Fc2-int_00010	8.382472010103175	3.599945246568623	0.9219024307431194	3.904909160144864	9.426078563481619e-5	0.0022951405246430827	NA	NA	NA	NA
HERVS71-int_00025	181.319049960827	-2.1388853146041504	0.5504984855893815	-3.8853609421181066	1.0217796626828647e-4	0.0024313711518839987	ENV | INT | RNaseH	0.386	HERVS71	RNaseH:0.39 | INT:0.27 | ENV:0.09
LTR43-int_00020	35.411080746154845	3.644594759546483	0.9465345150668725	3.850461553733192	1.1789543674751583e-4	0.002743033828325535	NA	NA	NA	NA
HERVK3-int_00038	87.257792699685	2.1896082041724414	0.571375717043431	3.8321688144230435	1.2701852852570975e-4	0.002891052160139524	AP | DUT | GAG | INT | RNaseH	0.811	HERVK3	AP:0.81 | DUT:0.69 | GAG:0.54 | RNaseH:0.40 | INT:0.29
MER50-int_00228	18.7838685182468	3.295817421236922	0.8642870062596928	3.8133367705017025	1.3710308816746114e-4	0.0030541900704538685	AP	0.516	MER50	AP:0.52
PRIMA41-int_00113	185.4592141037345	2.4845485644194145	0.6573040565854635	3.7799075473929777	1.5688660240252195e-4	0.00342208901490501	NA	NA	NA	NA
HERVIP10B3-int_00042	703.7931789638542	3.645507073586589	0.973009780855041	3.7466294227618837	1.7922655293240946e-4	0.0038295959371476064	ENV | GAG | INT	0.782	HERVIP10B3	ENV:0.78 | GAG:0.26 | INT:0.24
HERVK9-int_00163	9.74649947964722	3.1969076366266838	0.8552662958787933	3.7379090606415564	1.855570347966875e-4	0.0038855643086426364	AP | DUT | ENV | GAG | INT | RNaseH | RT	0.911	HERVK9	AP:0.91 | DUT:0.69 | RNaseH:0.52 | ENV:0.23 | GAG:0.22 | RT:0.20 | INT:0.15
MER65-int_00335	116.3208902096658	5.993596191444866	1.6522140115846873	3.627614915150266	2.8605147193438117e-4	0.00587246845324112	NA	NA	NA	NA
MER61-int_00404	17.528594182486778	3.9234501143524443	1.093780933816464	3.5870529399909965	3.3443644353596037e-4	0.006733749161195202	NA	NA	NA	NA
HERVE_a-int_00114	412.1194474742769	1.6698299376376728	0.4678142105145951	3.569429701164618	3.5775920135822743e-4	0.0070674317702276255	ENV | GAG	0.272	HERVE_a	ENV:0.27 | GAG:0.14
PABL_B-int_00230	144.367584348561	-1.4941308921933567	0.41975038672249554	-3.5595700193628486	3.714624866941148e-4	0.007202244880902559	GAG	0.313	PABL_B	GAG:0.31
HERVE_a-int_00014	455.3824107031408	1.2085689887703228	0.34058581244436265	3.5485006850300085	3.874309906164493e-4	0.007375277221371317	NA	NA	NA	NA
HERVL-int_00032	187.8426304335021	1.7101121654971871	0.4864610471918021	3.5154143900506862	4.390682946721258e-4	0.008209009009316353	DUT | INT | RNaseH | RT	0.577	HERVL	DUT:0.58 | RT:0.44 | RNaseH:0.33 | INT:0.15
HERVH-int_00707	47.77549840222231	3.750775503976147	1.0702527641481863	3.504569789138912	4.573456797208285e-4	0.008400718011714166	ENV | GAG | INT | RT	0.63	HERVH	RT:0.63 | ENV:0.13 | INT:0.10 | GAG:0.05
HERV3-int_00025	9.641265890580984	2.69868305954849	0.7822848865955909	3.449744595338959	5.611171511239743e-4	0.010129132021151744	ENV | INT	0.099	HERV3	ENV:0.10 | INT:0.10
Harlequin-int_00236	6.570105128460936	3.6498939465745432	1.0644650249283112	3.4288528613895544	6.061380387214258e-4	0.010756381805785302	ENV	0.277	Harlequin	ENV:0.28
HERVK-int_00077	38.18156678579876	-2.1824528298823407	0.6380806736744593	-3.420339966284264	6.254292208250204e-4	0.010838041573022521	AP | DUT | ENV | GAG | INT | ORFX | RNaseH | RT	1	HERVK	DUT:1.00 | GAG:1.00 | INT:1.00 | RNaseH:1.00 | ENV:0.99 | AP:0.82 | RT:0.59 | ORFX:0.18
PABL_B-int_00176	30.301328055591544	3.434529572903321	1.0049135899878123	3.4177362184394138	6.314427277501182e-4	0.010838041573022521	NA	NA	NA	NA
PRIMA41-int_00173	136.63216029477448	3.0629137493130276	0.9045954227058894	3.3859487594476487	7.093262702729693e-4	0.011978461370577401	RNaseH	0.493	PRIMA41	RNaseH:0.49
MLT-int_00054	47.399176336187445	1.7016131703139548	0.5043289604133301	3.3740143911612237	7.408049471684714e-4	0.012311472693418883	NA	NA	NA	NA
HERVH-int_00241	15.780991251643979	2.392033686020896	0.7169943135702614	3.336196174429618	8.493320796156178e-4	0.013894541989961746	AP | GAG | RT	0.824	HERVH	AP:0.82 | RT:0.37 | GAG:0.09
MER50-int_00113	346.062222060204	3.3079076411440833	0.9932849871039552	3.330270450164253	8.676166851850505e-4	0.013975302605980736	GAG	0.309	MER50	GAG:0.31
PABL_B-int_00232	167.68396116804098	-1.4851147822803894	0.4512651717555825	-3.2910024420957704	9.983104661685997e-4	0.015836834213310967	INT | RNaseH | RT	0.761	PABL_B	RT:0.76 | RNaseH:0.55 | INT:0.40
HERV17-int_00298	2237.559044064333	3.1535714884167056	0.9659849522051753	3.264617612539048	0.001096119452850057	0.016877015693147198	AP | ENV | GAG | INT | RNaseH | RT	0.993	HERV17	RNaseH:0.99 | ENV:0.95 | AP:0.41 | RT:0.35 | INT:0.26 | GAG:0.20
HERVH-int_00257	22.04026155499312	-3.075510860406404	0.9412895464849325	-3.2673377409653774	0.0010856407917956838	0.016877015693147198	AP | GAG | INT | RT	0.794	HERVH	AP:0.79 | RT:0.34 | INT:0.15 | GAG:0.13
HERVE_a-int_00091	31.966335708895446	1.7680954561155695	0.5610443485997271	3.151436175283541	0.001624696666141026	0.02465300593405296	AP | ENV | GAG | INT | RNaseH | RT	0.871	HERVE_a	RNaseH:0.87 | RT:0.57 | AP:0.40 | INT:0.39 | ENV:0.39 | GAG:0.18
HERV3-int_00040	31.36737984437752	2.92213863499344	0.931662122914021	3.136478947811761	0.0017098971227504677	0.02557517553599628	ENV | INT	0.215	HERV3	INT:0.21 | ENV:0.20
HERVP71A-int_00020	15.781831099817285	-1.6335109715710492	0.529678646454248	-3.0839660660402832	0.0020426089235330994	0.030121289337171196	AP | GAG	0.956	HERVP71A	AP:0.96 | GAG:0.07
HERVH-int_01170	19.240400653343396	-2.5124720853646587	0.815984156057981	-3.079069693586221	0.0020764809944028234	0.030166389306316776	AP | GAG | INT | RT	0.338	HERVH	AP:0.34 | INT:0.19 | RT:0.18 | GAG:0.09
HERVK3-int_00100	24.241239066269248	2.8623011452731135	0.9332040893603266	3.0671759563710275	0.0021609161394209723	0.030166389306316776	GAG | INT | RNaseH	0.494	HERVK3	INT:0.49 | GAG:0.47 | RNaseH:0.38
LTR25-int_00189	41.201012017720586	-1.5591567229376424	0.5080442506721756	-3.0689388195512035	0.0021482057942540434	0.030166389306316776	NA	NA	NA	NA
MER41-int_00491	42.860018363989916	1.6902364282472806	0.5501016486247743	3.07258927958639	0.002122103430397635	0.030166389306316776	NA	NA	NA	NA
HUERS-P3b-int_00100	19.53696514094673	-2.1721541614609743	0.7141135903574592	-3.041748806900136	0.0023520808784673964	0.032403008944149526	NA	NA	NA	NA
MER4-int_00349	31.630551302567728	-2.573651299760238	0.8473578702849682	-3.037266059610343	0.0023873463449623016	0.03246170939189	NA	NA	NA	NA
ERV3-16A3_I-int_01078	10.90606953991272	-2.01679144200123	0.6701707421280455	-3.009369575874283	0.002617904515343876	0.03469551933626631	NA	NA	NA	NA
HERVIP10FH-int_00195	30.846967546570394	2.8311797054528953	0.939976546409666	3.0119684541777856	0.002595595694206208	0.03469551933626631	INT | RNaseH	0.45	HERVIP10FH	RNaseH:0.45 | INT:0.16
HERVK13-int_00023	24.55445342221203	2.532050838782182	0.8470060093654419	2.9894130747421004	0.002795139670985636	0.03658139044402451	ENV	0.629	HERVK13	ENV:0.63
HERV35I-int_00160	30.86054361256323	2.1194261203927875	0.710944679312004	2.9811407020357765	0.0028717681509352944	0.037120262395422876	NA	NA	NA	NA
HERVK-int_00078	275.44953104449263	-2.243129969764676	0.7560718142142586	-2.9668213092903484	0.003008957789068264	0.038419253721396	NA	NA	NA	NA
PRIMA41-int_00175	76.38064342190415	3.5770324401633737	1.2145870758225175	2.945060515929671	0.0032289150207078796	0.04073101236965241	NA	NA	NA	NA
HERVE-int_00016	223.39769317208794	1.4925082260980942	0.5078906781174035	2.938640716207608	0.003296549741239681	0.04108913784616602	AP | ENV | GAG | INT | RNaseH | RT	1	HERVE	AP:1.00 | RT:0.75 | RNaseH:0.62 | ENV:0.62 | INT:0.41 | GAG:0.27
HERV9NC-int_00156	35.13413851376272	-2.2982623657467776	0.793532631454606	-2.8962417859664913	0.0037766129808473664	0.04557056010774001	AP | ENV | GAG | RNaseH | RT	0.971	HERV9NC	AP:0.97 | RT:0.75 | RNaseH:0.53 | GAG:0.24 | ENV:0.14
HERVH-int_00238	13.431283711571961	-1.9294684463793197	0.6659591223673024	-2.897277597941128	0.0037641652102798216	0.04557056010774001	AP | GAG | RT	0.412	HERVH	AP:0.41 | RT:0.36 | GAG:0.12
HERVIP10F-int_00022	18.216893609945693	1.5632105266555436	0.5398930882178401	2.895407555254361	0.0037866654530786825	0.04557056010774001	ENV	0.294	HERVIP10F	ENV:0.29
